File Date,Company,Symbol,Managers,Shares (millions),Price Low,Price High,Est $ Vol (millions),Expected To Trade,SCOOP Rating
2026-05-20,Optimi Health (Uplisting),OPTH,Joseph Gunnar & Co.,2.4,$6.25,$6.25,$15.00,Priced,S/O
2026-05-20,Vistek Limited (Withdrawn),VTEK,Bancroft Capital,6.25,$4.00,$6.00,$31.00,Withdrawn,S/O
2026-05-19,Research Alliance III (Stock-Only SPAC),RACC,Leerink Partners,7.5,$10.00,$10.00,$75.00,Priced,S/O
2026-05-18,Aeon Acquisition I Corp.,AESPU,Chardan/D. Boral Capital (ex-EF Hutton),12.5,$10.00,$10.00,$125.00,TBA,S/O
2026-05-18,Amanat Acquisition (Stock-Only),AMAN,Leerink Partners,7.5,$10.00,$10.00,$75.00,Priced,S/O
2026-05-18,AMASS Brands (Direct Listing),AMSS,Maxim (Financial Advisor),14.29,$8.98,$8.98,$128.32,Wednesday,S/O
2026-05-15,Forbright,FRBT,Goldman Sachs/J.P. Morgan/Barclays/Wells Fargo Securities/Piper Sandler/TD Securities/Santander/Centerview Partners,0.0,,,$100.00,TBA,S/O
2026-05-14,Duke Robotics Corp. (Uplisting/Units),DUKR,Maxim Group,1.13,$8.20,$8.20,$9.28,Priced,S/O
2026-05-14,Energy Transition Special Opportunities,ETSS,Cohen & Company Capital Markets,15.0,$10.00,$10.00,$150.00,Priced,S/O
2026-05-14,Exyn Technologies (Unit IPO),EXYN,Lucid Capital Markets,2.5,$7.75,$7.75,$19.40,Priced,S/O
2026-05-14,VIDA Global (Brief),VIDA,The Benchmark Company,3.75,$4.00,$4.00,$15.00,Priced,S/O
2026-05-13,Blackstone Digital Infrastructure Trust,BXDC,Goldman Sachs/Citigroup/Morgan Stanley/Barclays/BofA Securities/Deutsche Bank Securities/J.P. Morgan/RBC Capital Markets/ Wells Fargo Securities/BNP Paribas/SMBC Nikko/Societe Generale/BBVA/Credit Agricole CIB/MUFG Securities America/Santander/TD Securities,87.5,$20.00,$20.00,$1750.00,Priced,S/O
2026-05-13,Breeze Acquisition Corp. II,BREZU,IB Capital/I-Bankers Securities,12.5,$10.00,$10.00,$125.00,Priced,S/O
2026-05-13,Cerebras Systems Inc. (2026),CBRS,Morgan Stanley/Citigroup/Barclays/UBS Investment Bank/Mizuho Securities/TD Securities,30.0,$185.00,$185.00,$5550.00,Priced,S/O
2026-05-13,"EagleRock Land, LLC",EROK,Goldman Sachs/Barclays/J.P.Morgan/Piper Sandler/Raymond James/KeyBanc Capital Markets/Pickering Energy Partners/Stephens Inc./Texas Capital Securities,17.3,$18.50,$18.50,$320.05,Priced,S/O
2026-05-13,GSR V Acquisition Corp.,GSRVU,Polaris (A Division of Kingswood Capital)/Benchmark (A StoneX Company),20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-05-13,Patriot Acquisition Corp./CI,PATR,"Keefe, Bruyette & Woods (A Stifel Company)",16.0,$10.00,$10.00,$160.00,Priced,S/O
2026-05-13,Ultratrex (Withdrawn),UTX,Craft Capital Management,1.25,$4.00,$6.00,$6.25,Withdrawn,S/O
2026-05-12,GMR Solutions,GMRS,J.P.Morgan/KKR/BofA Securities/Barclays/Goldman Sachs/Citigroup/Evercore ISI/Morgan Stanley/UBS Investment Bank,31.91,$15.00,$15.00,$478.72,Priced,S/O
2026-05-11,Conexeu Sciences (Direct Listing),CNXU,H.C. Wainwright (Financial Advisor),9.5,$13.50,$13.50,$128.25,Priced,S/O
2026-05-11,Fervo Energy Co.,FRVO,J.P.Morgan/BofA Securities/RBC Capital Markets/Barclays/Baird/BBVA/Guggenheim Securities/MUFG Securities America/SG Americas Securities/William Blair/Piper Sandler/Wolfe Nomura Alliance,70.0,$27.00,$27.00,$1890.00,Priced,S/O
2026-05-11,Iron Dome Acquisition I Corp.,IDACU,Santander,15.0,$10.00,$10.00,$150.00,Priced,S/O
2026-05-11,Lincoln International,LCLN,Goldman Sachs/Morgan Stanley/BMO Capital Markets/Citizens Capital Markets/Evercore ISI,21.05,$20.00,$20.00,$421.00,Priced,S/O
2026-05-11,"Micware Co., Ltd.",MWC,A.G.P.,2.85,$8.00,$8.00,$22.80,Priced,S/O
2026-05-11,VIDA Global,VIDA,Benchmark (A StoneX Company),3.33,$4.50,$5.00,$15.82,TBA,S/O
2026-05-07,AiXin Life International,AIXN,Network 1 Financial Securities,2.38,$4.00,$4.00,$9.50,Withdrawn,S/O
2026-05-07,Odyssey Therapeutics,ODTX,J.P. Morgan/TD Cowen/Cantor,15.5,$18.00,$18.00,$279.00,Priced,S/O
2026-05-07,Starlink AI Acquisition,OTAI.U,A.G.P.,10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-05-06,AIAI Holdings Corp. (Direct Listing),AIAI,RBW Capital Partners (Financial Advisor),69.48,$20.00,$20.00,$1389.60,Thursday,S/O
2026-05-06,Shreya Acquisition Group,SAGUU,D. Boral Capital,10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-05-06,"Suja Life, Inc.",SUJA,Goldman Sachs/Jefferies/William Blair/BofA Securities/Evercore ISI,8.89,$21.00,$21.00,$186.69,Priced,S/O
2026-05-06,Xinxu Copper Industry Technology Ltd.,XXC,Craft Capital/ R.F. Lafferty & Co.,0.0,,,$15.00,Withdrawn,S/O
2026-05-05,EUPEC International Group Ltd.,EUPX,R.F. Lafferty & Co.,3.75,$4.00,$4.00,$15.00,Withdrawn,S/O
2026-05-05,"NeuroSpectrum Insights, Inc.",NSIH,Network 1 Financial Securities,3.75,$4.00,$5.00,$16.88,TBA,S/O
2026-05-05,Rare Earths Americas,REA,Cantor/Stifel,3.33,$19.00,$19.00,$63.33,Priced,S/O
2026-05-05,Vernal Capital Acquisition Corp.,VECAU,D. Boral Capital (ex-EF Hutton),10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-05-04,Akston Biosciences,AXTN,ThinkEquity,2.2,$8.00,$10.00,$19.80,TBA,S/O
2026-05-04,Mobia Medical,MOBI,BofA Securities/J.P. Morgan/Goldman Sachs/BTIG/Wolfe Nomura Alliance,10.0,$15.00,$15.00,$150.00,Priced,S/O
2026-05-01,CCIS Acquisition Corp.,CCACU,Benjamin Securities,6.0,$10.00,$10.00,$60.00,Withdrawn,S/O
2026-04-30,ARC Group Acquisition I,ARBCU,ARC Group Securities/IB Bankers,10.5,$10.00,$10.00,$105.00,Priced,S/O
2026-04-30,C4 Natural Solutions,MTNE,Santander,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-04-30,"Hemab Therapeutics Holdings, Inc.",COAG,Goldman Sachs/Jefferies/Evercore ISI,16.75,$18.00,$18.00,$301.50,Priced,S/O
2026-04-29,Avalyn Pharma,AVLN,Morgan Stanley/Jefferies/Evercore ISI/Guggenheim Securities,16.67,$18.00,$18.00,$300.06,Priced,S/O
2026-04-29,Collective Acquisition Corp. II,CAIIU,Clear Street,22.0,$10.00,$10.00,$220.00,Priced,S/O
2026-04-29,General Catalyst Global Resilience Merger,GCGRU,Citigroup,35.0,$10.00,$10.00,$350.00,Priced,S/O
2026-04-29,RRE Ventures Acquisition Corp.,RREVU,Cohen & Company Capital Markets,25.0,$10.00,$10.00,$250.00,Priced,S/O
2026-04-29,Silver Bow Mining Corp.,SBMT,Cantor/Research Capital/Joseph Gunnar/Roth Capital Markets/R.F. Lafferty & Co.,5.2,$11.50,$11.50,$59.80,Priced,S/O
2026-04-28,AsiaFIN Holdings (Uplisting),ASFH,Aegis Capital Corp.,3.8,$4.00,$6.00,$19.00,TBA,S/O
2026-04-28,Churchill Capital Corp. XII,CXIIU,Citigroup,36.0,$10.00,$10.00,$360.00,Priced,S/O
2026-04-28,Irenic Acquisition Corp.,IACQU,Jefferies,22.0,$10.00,$10.00,$220.00,Priced,S/O
2026-04-28,Pershing Square USA/Pershing Square Inc. (Closed-End Fund),PSUS/PS,"Citigroup/UBS Investment Bank/BofA Securities/Jefferies/Wells Fargo Securities/RBC Capital Mrkets/BTG Pactual/Keefe, Bruyette & Woods/Academy Securities/Huntington Securities/Loop Capital/Oppenheimer/Piper Sandler/Roberts & Ryan/Wedbush Securities",100.0,$50.00,$50.00,$5000.00,Priced,S/O
2026-04-28,Quantum Leap Acquisition Corp.,QLEPU,A.G.P. (Alliance Global Partners),20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-04-27,Berto Acquisition Corp. II,GUACU,Needham & Co.,27.4,$10.00,$10.00,$274.00,Priced,S/O
2026-04-27,"HawkEye 360, Inc.",HAWK,Goldman Sachs/Morgan Stanley/RBC Capital Markets/Jefferies/BofA Securities/Baird/Raymond James/William Blair,16.0,$26.00,$26.00,$416.00,Priced,S/O
2026-04-27,Seaport Therapeutics,SPTX,Goldman Sachs/J.P.Morgan/Leerink Partners/Citigroup/Stifel,14.16,$18.00,$18.00,$254.88,Priced,S/O
2026-04-27,Uptrend Holdings,UPX,Blue Diamond Securities of America,6.3,$4.00,$5.00,$28.35,TBA,S/O
2026-04-23,Lakewood-Amedex Biotherapeutics (Direct Listing),LABT,RBW Capital Partners (Financial Advisor),4.7,$8.00,$8.00,$37.60,Priced,S/O
2026-04-23,Sky Acquisition Group,SKAIU,Cohen & Company Capital Markets/Maxim Group,15.0,$10.00,$10.00,$150.00,TBA,S/O
2026-04-23,X-Energy,XE,J.P.Morgan/Morgan Stanley/Jefferies/Moelis & Co./Cantor/UBS Investment Bank/TD Cowen Securities/Guggenheim Securities/Wolfe/Nomura Alliance,44.25,$23.00,$23.00,$1017.75,Priced,S/O
2026-04-22,"Liberty Defense Holdings, Ltd. (Uplisting)",DETX,Benchmark (A StoneX Company),3.67,$4.50,$4.50,$16.51,Priced,S/O
2026-04-22,The Elmet Group Co.,ELMT,Cantor/Needham & Co./Canaccord Genuity/Roth Capital Partners,8.6,$14.00,$14.00,$120.40,Priced,S/O
2026-04-21,National Healthcare Properties,NHP,Wells Fargo Securities/Morgan Stanley/BMO Capital Markets/Goldman Sachs/RBC Capital Markets/Baird/Capital One Securities/Citizens Capital Markets/Fifth Third Securities/Huntington Capital Markets/KeyBanc Capital Markets,38.5,$12.00,$12.00,$462.00,Priced,S/O
2026-04-21,Plutonian Acquisition Corp. II,PLUNU,A.G.P.,10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-04-17,Jatt II Acquisition Corp. (Stock-Only SPAC),JATT,Guggenheim Securities,6.0,$10.00,$10.00,$60.00,Priced,S/O
2026-04-16,Aevex Corp.,AVEX,Goldman Sachs/BofA Securities/Jefferies/J.P.Morgan/RBC Capital Markets/Baird/William Blair/Raymond James/Needham & Co.,16.0,$20.00,$20.00,$320.00,Priced,S/O
2026-04-16,Kailera Therapeutics,KLRA,J.P. Morgan/Jefferies/Leerink Partners/TD Cowen/Evercore ISI/William Blair,39.06,$16.00,$16.00,$624.96,Priced,S/O
2026-04-15,"Arxis, Inc.",ARXS,Goldman Sachs/Morgan Stanley/Jefferies/Citigroup/RBC Capital Markets/Baird/Guggenheim Securities/Wells Fargo Securities/William Blair/Rothschild/Wolfe Nomura Alliance,40.5,$28.00,$28.00,$1134.00,Priced,S/O
2026-04-14,American Battery Materials (Uplisting),BLTH,ThinkEquity,2.5,$6.00,$6.00,$15.00,TBA,S/O
2026-04-14,Newhold Investment Corp. IV,NHIVU,BTIG,17.5,$10.00,$10.00,$175.00,Priced,S/O
2026-04-14,Pacipic Nexus IntelliTech Group,PNIG,Cathay Securities,5.0,$4.00,$5.00,$22.50,TBA,S/O
2026-04-13,Alamar Biosciences,ALMR,J.P.Morgan/BofA Securities/TD Cowen/Leerink Partners/Stifel,11.25,$17.00,$17.00,$191.25,Priced,S/O
2026-04-13,JOSS Realty REIT,JOSS,D. Boral Capital,3.0,$4.00,$6.00,$15.00,TBA,S/O
2026-04-13,Maywood Acquisition Corp. 2,MYXXU,D. Boral Capital,10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-04-13,Nicola Mining (Uplisting),NICM,Maxim Group,0.93,$6.45,$6.45,$6.00,Priced,S/O
2026-04-13,QuasarEdge Acquisition Corp.,QREDU,Polaris Advisory Partners (A Division of Kingswood),10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-04-13,Yesway (2026 Filing),YSWY,Morgan Stanley/J.P. Morgan/Goldman Sachs/Barclays/BMO Capital Markets/KeyBanc Capital Markets/Guggenheim Securities/Raymond James,14.0,$20.00,$20.00,$280.00,Priced,S/O
2026-04-10,Encore,ECR,BofA Securities/Goldman Sachs/Morgan Stanley/Evercore ISI/J.P.Morgan/Jefferies/RBC Capital Markets/UBS Investment Bank/Rothschild & Co./Stifel/William Blair/Wolfe Nomura Alliance/Lion Tree/The Raine Group,0.0,,,$100.00,TBA,S/O
2026-04-09,Encore Medical Inc.,EMI,The Oak Ridge Financial Services Group,3.0,$5.00,$5.00,$15.00,Wednesday,S/O
2026-04-09,Riku Dining Group,RIKU,Eddid Securities USA,5.0,$4.00,$6.00,$25.00,Week of,S/O
2026-04-08,CSC Collective Holdings Ltd.,CSC,Z2 Capital/Revere Securities,4.5,$4.00,$5.00,$20.25,TBA,S/O
2026-04-08,Metals Royalty Co. (The)(NASDAQ Direct Listing),TMCR,Stifel (Financial Advisor),0.58,$15.00,$15.00,$8.72,Priced,S/O
2026-04-08,Subversive Bitcoin Acquisition,SBAQU,Jefferies/Canaccord Genuity,10.0,$10.00,$10.00,$100.00,TBA,S/O
2026-04-06,ACP Holdings Acquisition Corp.,ACGCU,Roth Capital Partners,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-04-06,Apogee Acquisition Corp.,AACPU,ARC Group Securities,15.0,$10.00,$10.00,$150.00,Priced,S/O
2026-04-06,Libera Gaming Operations,LBRJ,D. Boral Capital (ex-EF Hutton)/Sutter Securities,3.75,$4.00,$4.00,$15.00,TBA,S/O
2026-04-06,Madison Air Solutions,MAIR,Goldman Sachs/Barclays/Jefferies/Wells Fargo Securities/BofA Securities/Citigroup/Baird/RBC Capital Markets/Guggenheim Securities/Santander/Wolfe | Nomura Alliance/CIBC Capital Markets,82.69,$27.00,$27.00,$2232.63,Priced,S/O
2026-04-06,Mountain Crest Acquisition 6 Corp.,MCAHU,D. Boral Capital,6.0,$10.00,$10.00,$60.00,Priced,S/O
2026-04-06,Starton Holdings,STA,Revere Securities,6.7,$5.00,$7.00,$40.02,TBA,S/O
2026-04-02,Albert Origin Acquisition Corp.,ALOGU,A.G.P.,6.0,$10.00,$10.00,$60.00,TBA,S/O
2026-04-02,Churchill Capital Acquisition Corp. XII,CXIIU,Citigroup,36.0,$10.00,$10.00,$360.00,Priced,S/O
2026-04-01,"DROR-Ortho Design, Inc. (Uplisting)",DROR,Titan Capital Partners (A Division of American Capital Partners),3.64,$4.13,$4.13,$15.02,TBA,S/O
2026-04-01,FG Holdings,FGO,D. Boral Capital (ex-EF Hutton)/uSmart,3.75,$4.00,$4.00,$15.00,TBA,S/O
2026-04-01,Going International Holding Company Limited,GIT,Prime Number Capital,0.0,,,$20.00,Withdrawn,S/O
2026-03-31,Bonus Biogroup (Uplisting),BONS,D. Boral Capital (ex-EF Hutton),3.75,$4.00,$6.00,$18.75,TBA,S/O
2026-03-30,CGL Logistics,CGL,Alexander Capital/Revere Securities,3.75,$4.00,$4.00,$15.00,TBA,S/O
2026-03-30,KPET Ultra Paceline Corp.,KPET.U,Deutsche Bank Securities,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-03-27,Antharas Inc.,AAS,D. Boral Capital (ex-EF Hutton),3.33,$4.00,$5.00,$14.99,TBA,S/O
2026-03-27,QMSK Technology Co. Ltd.,QMSK,D. Boral Capital (ex-EF Hutton),6.25,$4.00,$6.00,$31.25,TBA,S/O
2026-03-26,Gravity AI,TBA,Dominari Securities/Revere Securities,3.75,$4.00,$5.00,$16.88,TBA,S/O
2026-03-26,Inflection Point Acquisition Corp. VI,IPFXU,Cantor,22.0,$10.00,$10.00,$220.00,Priced,S/O
2026-03-26,QDRO Acquisition Corp.,QADRU,Cantor,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-03-25,AsiaPac AdTechinno Group,APAT,Maxim Group,3.13,$7.00,$9.00,$25.00,TBA,S/O
2026-03-25,I Bella Perfect Inc.,IBL,Cathay Securities,3.75,$4.00,$6.00,$18.75,TBA,S/O
2026-03-25,Law’s Business Group Holding Limited,LSBA,Cathay Securities,5.0,$4.00,$6.00,$25.00,TBA,S/O
2026-03-24,Cansince Innovations,KASH,US Tiger Securities,3.0,$5.00,$5.00,$15.00,TBA,S/O
2026-03-24,Unitrend Entertainment Group (Revived),INHI,Cathay Securities,6.25,$4.00,$5.00,$28.13,TBA,S/O
2026-03-23,BW Industrial Holdings,BWGC,Eddid Securities USA,2.63,$6.00,$7.00,$17.06,Week of,S/O
2026-03-23,"Dazhe Technology Group Co., Ltd. (Stock-Only)",DZHE,TBA,10.0,$10.00,$10.00,$100.00,TBA,S/O
2026-03-23,Future Money Acquisition Corp.,FMACU,D. Boral Capital (ex-EF Hutton),10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-03-23,HMH Holding Inc.,HMH,J.P. Morgan/ Piper Sandler/ Evercore ISI/ Citigroup/DNB Carnegie/Nordea/Stifel/Pickering Energy Partners,10.52,$20.00,$20.00,$210.40,Priced,S/O
2026-03-19,BHAV Acquisition,BHAVU,Maxim Group,10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-03-19,Blue Water Acquisition Corp. IV,BWIV.U,BTIG,12.5,$10.00,$10.00,$125.00,Priced,S/O
2026-03-19,Guardian Metal Resources PLC (Uplisting),GMTL,BMO Capital Markets/Cantor,4.44,$13.50,$13.50,$59.94,Priced,S/O
2026-03-19,Janus Living,JAN,BofA Securities/J.P. Morgan/Wells Fargo Securities/Barclays/Goldman Sachs/RBC Capital Markets/Morgan Stanley,42.0,$20.00,$20.00,$840.00,Priced,S/O
2026-03-16,Firefly Automatix,FFLY,Roth Capital Markets/Lake Street Capital Markets,4.55,$4.50,$6.50,$25.00,Withdrawn,S/O
2026-03-16,Mclaren International Holdings,MCL,Joseph Stone Capital,4.0,$4.00,$6.00,$20.00,TBA,S/O
2026-03-16,Option Therapeutics,OPTN,ThinkEquity,1.8,$10.00,$12.00,$20.00,TBA,S/O
2026-03-13,Guident,GDNT,D. Boral Capital/Dominari Securities,3.33,$4.00,$5.00,$15.00,TBA,S/O
2026-03-13,"Swarmer, Inc.",SWMR,Lucid Capital Markets,3.0,$5.00,$5.00,$15.00,Priced,S/O
2026-03-13,Voyager Acquisition II,VAIIU,Cantor,22.0,$10.00,$10.00,$220.00,TBA,S/O
2026-03-12,Metals Acquisition Corp. II,MTAL.U,Cohen & Company Capital Markets,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-03-12,PayPay Corp.,PAYP,Goldman Sachs/J.P.Morgan/Mizuho/Morgan Stanley/Citigroup/Jefferies/BofA Securities/Societe Generale/Wolfe Nomura Alliance/Cantor/Credit Agricole CIB/Daiwa Capital Markets/Deutsche Bank Securities/Natixis/SMBC Nikko/Barclays/ING/IMI-Intesa Sanpaolo/Santander,55.0,$16.00,$16.00,$880.00,Priced,S/O
2026-03-12,Pono Capital Four,PONOU,D. Boral Capital (ex-EF Hutton),12.0,$10.00,$10.00,$120.00,Priced,S/O
2026-03-11,BEST SPAC II Acquisition Corp.,BSABU,Maxim Group,10.0,$10.00,$10.00,$100.00,TBA,S/O
2026-03-11,"Seahawk Recycling Holdings, Inc.",SEAH,Cathay Securities,3.75,$4.00,$6.00,$18.75,TBA,S/O
2026-03-11,Suma Acquisition Corp.,SUMAU,Seaport Global Securities,15.0,$10.00,$10.00,$150.00,Priced,S/O
2026-03-10,FreeCast (Direct Listing),CAST,Maxim Group (Financial Advisor),19.8,$33.00,$33.00,$653.40,Priced,S/O
2026-03-10,MDA Space Ltd. (Uplisting),MDA,J.P.Morgan/RBC Capital Markets/BMO Capital Markets/Deutsche Bank Securities/Jefferies/Scotia Capital/Canaccord Genuity,9.84,$30.50,$30.50,$300.12,Priced,S/O
2026-03-10,Yesil Global Enerji A.S.,PWRU,D. Boral Capital,0.0,,,$86.00,TBA,S/O
2026-03-09,West Enclave Merger Corp.,WENC.U,EarlyBirdCapital,10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-03-06,Invea Therapeutics (Withdrawn),INAI,BofA Securities/ Citigroup/ Truist Securities,0.0,,,$75.00,Withdrawn,S/O
2026-03-06,"MiniMed Group, Inc.",MMED,Goldman Sachs/BofA Securities/Citigroup/Morgan Stanley/Barclays/Deutsche Bank Securities/Mizuho/Wells Fargo Securities/,28.0,$20.00,$20.00,$560.00,Priced,S/O
2026-03-05,Hyperides Holdings Ltd.,HYRD,Maxim Group,0.0,,,$15.00,TBA,S/O
2026-03-03,GalaxyEdge Acquisition Corp.,GLED.U,Kingswood Capital Markets,10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-03-03,Kensington Capital Acquisition Corp. VI,KCAC.U,Cohen & Company Capital Markets/Drexel,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-02-27,Billion Group Holdings (Withdrawn),BGHL,American Trust Investment Services,1.5,$4.00,$6.00,$7.50,Withdrawn,S/O
2026-02-27,Farlong Holding,AFA,US Tiger Securities,4.0,$4.00,$4.00,$16.00,TBA,S/O
2026-02-27,TDE Group Ltd.,TTEI,WallachBeth Capital,3.0,$5.00,$6.00,$16.50,TBA,S/O
2026-02-26,Birchtech (Uplisting),BCHT,Lake Street Capital/Huntington Investment,6.25,$2.40,$2.40,$15.00,Priced,S/O
2026-02-26,CH4 Natural Solutions Acquisition Corp.,MTNE.U,Santander US Capital Markets,30.0,$10.00,$10.00,$300.00,TBA,S/O
2026-02-26,Generate Biomedicines,GENB,Goldman Sachs/Morgan Stanley/Piper Sandler/Guggenheim Securities/Cantor,25.0,$16.00,$16.00,$400.00,Priced,S/O
2026-02-26,Illumination Acquisition Corp. I,ILLUU,BTIG,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-02-25,APEX Tech Acquisition,TRADU,Alliance Global Partners/A.G.P.,10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-02-25,Fortress Value Acquisition Corp. V (Stock-Only),FVAV,Deutsche Bank Securities,25.0,$10.00,$10.00,$250.00,Priced,S/O
2026-02-25,Mozayyx Acquisition Corp.,MZYX.U,Cantor,26.1,$10.00,$10.00,$261.00,Priced,S/O
2026-02-25,TRG Latin America Acquisition,TRGSU,Santander,20.0,$10.00,$10.00,$200.00,Priced,S/O
